Manufacturer, Ship, Lti, Warbond, ID, Pledge, Cost, Date,Date_Generated
MISC,Razor EX,True,True,15209160,Add-Ons - MISC Razor Dual Pack May Promotion - Warbond,270.0,2018-05-25,2020-05-31
MISC,Hull B,True,False,4595669,Combo - Hull-a-palooza Pack - LTI,1275.0,2015-04-25,2020-05-31
MISC,Hull A,True,False,4595669,Combo - Hull-a-palooza Pack - LTI,1275.0,2015-04-25,2020-05-31
MISC,Freelancer MIS,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
MISC,Freelancer MIS,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
MISC,Hull C,True,False,4595669,Combo - Hull-a-palooza Pack - LTI,1275.0,2015-04-25,2020-05-31
MISC,Freelancer MAX,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
MISC,Hull C,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
MISC,Freelancer MAX,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
MISC,Prospector,False,False,22151908,Standalone Ship - MISC Prospector ,155.0,2020-05-28,2020-05-31
MISC,Starfarer,True,False,20944132,Package - Company Pack,1700.0,2020-01-06,2020-05-31
MISC,Hull D,True,False,4595669,Combo - Hull-a-palooza Pack - LTI,1275.0,2015-04-25,2020-05-31
MISC,Freelancer DUR,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
MISC,Freelancer DUR,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
MISC,Endeavor,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
MISC,Endeavor,True,False,10026826,Standalone Ship - Endeavor Master Set - LTI,900.0,2016-11-12,2020-05-31
MISC,Freelancer DUR,False,False,4692180,Package - 300i,125.0,2015-05-24,2020-05-31
Origin,125a,True,True,13799177,Add-Ons - Origin 100 Series Pack Warbond,135.0,2018-04-12,2020-05-31
Origin,100i,True,True,13799177,Add-Ons - Origin 100 Series Pack Warbond,135.0,2018-04-12,2020-05-31
Origin,135c,True,True,13799177,Add-Ons - Origin 100 Series Pack Warbond,135.0,2018-04-12,2020-05-31
Origin,890 JUMP,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Origin,325a Fighter,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
Origin,325a Fighter,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Origin,350r Racer,True,False,18260046,Standalone Ship - Origin 350r Racer - LTI,139.0,2019-06-07,2020-05-31
Origin,350r Racer,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
Origin,600i Executive Edition,True,False,21685349,VIP Legatus2,0.0,2020-04-26,2020-05-31
Origin,600i Touring Module,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Origin,85X,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
Origin,85X,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Origin,X1 - VELOCITY,True,False,13414794,Add-Ons - Deluxe Ground Vehicle Pack LTI VIP,725.0,2017-12-29,2020-05-31
Origin,X1 - FORCE,True,False,13414794,Add-Ons - Deluxe Ground Vehicle Pack LTI VIP,725.0,2017-12-29,2020-05-31
Origin,X1,True,False,13414794,Add-Ons - Deluxe Ground Vehicle Pack LTI VIP,725.0,2017-12-29,2020-05-31
Origin,M50,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Origin,M50,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Origin,315p Explorer,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Origin,600i Exploration Module,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Origin,135c,True,True,13798088,Add-Ons - Origin 100 Series Pack Warbond,135.0,2018-04-12,2020-05-31
Origin,125a,True,True,13798088,Add-Ons - Origin 100 Series Pack Warbond,135.0,2018-04-12,2020-05-31
Origin,G12,True,True,21933070,Add-Ons - G12 Triple Threat - Warbond - Presale,155.0,2020-05-21,2020-05-31
Origin,315p Explorer,False,False,19410662,Standalone Ship - Origin 315p - IAE 2949,84.0,2019-12-01,2020-05-31
Origin,125a,False,False,11510165,Standalone Ship - Origin 85X - Valentines Day Sale,55.0,2017-02-15,2020-05-31
Origin,X1 - VELOCITY,True,True,12739644,Package - X1 THREE-PACK SCARLET EDITION - LTI - Warbond,105.0,2017-09-28,2020-05-31
Origin,X1 - FORCE,True,True,12739644,Package - X1 THREE-PACK SCARLET EDITION - LTI - Warbond,105.0,2017-09-28,2020-05-31
Origin,100i,True,True,13798088,Add-Ons - Origin 100 Series Pack Warbond,135.0,2018-04-12,2020-05-31
Origin,M50,True,False,5254579,Standalone Ship - Kruger P-72 Archimedes - LTI,100.0,2015-11-19,2020-05-31
Origin,G12,True,True,21931216,Add-Ons - G12 Triple Threat - Warbond - Presale,155.0,2020-05-21,2020-05-31
Origin,890 JUMP,True,False,2650111,Standalone Ship - Origin 890 JUMP - LTI,600.0,2014-10-10,2020-05-31
Origin,X1,True,True,12739644,Package - X1 THREE-PACK SCARLET EDITION - LTI - Warbond,105.0,2017-09-28,2020-05-31
Origin,85X,True,False,10037707,Standalone Ship - Origin 85X - LTI,50.0,2016-11-18,2020-05-31
Origin,85X,True,False,10037708,Standalone Ship - Origin 85X - LTI,50.0,2016-11-18,2020-05-31
Origin,600i Touring Module,True,True,12625201,Standalone Ship - ORIGIN 600i Luxury Edition - LTI - Warbond Edition,375.0,2017-08-25,2020-05-31
Origin,350r Racer,True,False,5267652,Standalone Ship - Kruger P-72 Archimedes - LTI,149.0,2015-11-20,2020-05-31
Origin,890 JUMP,True,False,5053724,Standalone Ship - Origin 890 JUMP - LTI,600.0,2015-10-03,2020-05-31
Origin,X1 - FORCE,True,True,12799814,Standalone Ship - X1 FORCE EDITION - LTI - Warbond ,45.0,2017-10-07,2020-05-31
Origin,300i,True,False,16024238,Standalone Ship - Kruger P-72 Archimedes - LTI,78.0,2018-11-25,2020-05-31
Origin,G12,True,True,21931256,Add-Ons - G12 Triple Threat - Warbond - Presale,155.0,2020-05-21,2020-05-31
Origin,85X,True,False,2650111,Standalone Ship - Origin 85X - LTI,50.0,2014-10-10,2020-05-31
Origin,890 JUMP,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
RSI,Apollo Medivac,True,True,15418847,Standalone Ship - RSI Apollo Medivac- Warbond ,250.0,2018-07-20,2020-05-31
RSI,Constellation Phoenix Emerald,True,True,21482715,Add-Ons - Soldier of Fortuna Pack - LTI - Warbond,415.0,2020-03-16,2020-05-31
RSI,Mantis,True,True,18802878,Add-Ons - Posse Pack - Warbond,380.0,2019-10-11,2020-05-31
RSI,Orion,True,False,4050514,Standalone Ship - RSI Orion - LTI,325.0,2015-02-20,2020-05-31
RSI,Polaris,True,False,9829618,Standalone Ship - RSI Polaris - LTI War Bond Presale,625.0,2016-10-07,2020-05-31
RSI,Ursa Rover Fortuna,True,True,21482715,Add-Ons - Soldier of Fortuna Pack - LTI - Warbond,415.0,2020-03-16,2020-05-31
RSI,Aurora LN,False,False,16245263,Package - Aurora LN,45.0,2018-12-02,2020-05-31
RSI,Aurora LX,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
RSI,Apollo Medivac,False,False,15415528,Standalone Ship - RSI Apollo Medivac,275.0,2018-07-19,2020-05-31
RSI,Apollo Medivac,True,True,15471368,Standalone Ship - RSI Apollo Medivac- Warbond ,250.0,2018-08-04,2020-05-31
RSI,Constellation Aquila,False,False,1757955,Constellation,325.0,2014-05-07,2020-05-31
RSI,Constellation Phoenix,False,False,11654997,Standalone Ship - Constellation Phoenix,350.0,2017-04-01,2020-05-31
RSI,Constellation Taurus,True,False,20781333,Package - UEE Exploration 2948 Pack,1130.0,2019-12-18,2020-05-31
RSI,Orion,True,False,20944132,Package - Company Pack,1700.0,2020-01-06,2020-05-31
RSI,Polaris,False,True,21946983,Standalone Ship - RSI Polaris - Warbond - ILW2950,675.0,2020-05-22,2020-05-31
RSI,Ursa Rover Fortuna,False,False,17807450,Standalone Ship - Ursa Rover Fortuna,55.0,2019-03-15,2020-05-31
RSI,Ursa Rover Fortuna,False,False,17807451,Standalone Ship - Ursa Rover Fortuna,55.0,2019-03-15,2020-05-31
RSI,Ursa Rover,True,False,9544828,Add-Ons - Ursa Rover,50.0,2016-08-21,2020-05-31
RSI,Ursa Rover,True,False,13414794,Add-Ons - Deluxe Ground Vehicle Pack LTI VIP,725.0,2017-12-29,2020-05-31
RSI,Constellation Taurus,False,False,19240374,Standalone Ship - MISC Freelancer - IAE 2949,150.0,2019-11-27,2020-05-31
RSI,Orion,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
RSI,Aurora LX,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
RSI,Aurora LX,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
RSI,Aurora MR,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
RSI,Polaris,True,False,9832602,Standalone Ship - RSI Polaris - LTI War Bond Presale,625.0,2016-10-08,2020-05-31
RSI,Constellation Andromeda,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
RSI,Constellation Andromeda,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
RSI,Mantis,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
RSI,Constellation Phoenix,True,False,3389393,Combo - War Pack - Digital,6865.0,2014-12-22,2020-05-31
RSI,Constellation Phoenix Emerald,True,True,13677751,Standalone Ship - RSI Constellation Phoenix Emerald - Warbond - St Patrick's Day Special,350.0,2018-03-16,2020-05-31
RSI,Constellation Aquila,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Tumbril,Nova Tank,True,False,20965999,Standalone Ship - Tumbril Cyclone LTI,100.0,2020-01-11,2020-05-31
Tumbril,Ranger TR,False,False,18246250,Standalone Ship - Tumbril Ranger TR ,40.0,2019-06-03,2020-05-31
Tumbril,Ranger TR,True,True,18165626,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Cyclone,True,False,12487392,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2017-07-20,2020-05-31
Tumbril,Cyclone AA,True,False,12487392,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2017-07-20,2020-05-31
Tumbril,Cyclone RC,True,False,12487392,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2017-07-20,2020-05-31
Tumbril,Cyclone RN,True,False,12487392,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2017-07-20,2020-05-31
Tumbril,Cyclone-TR,True,False,12487392,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2017-07-20,2020-05-31
Tumbril,Ranger CV,True,True,18162957,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Ranger CV,True,True,18162956,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Cyclone RN,True,False,21076136,Package - UEE Exploration 2948 Pack,800.0,2020-01-24,2020-05-31
Tumbril,Ranger RC,True,True,18162957,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Ranger RC,True,True,18162956,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Ranger TR,True,True,18162957,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Ranger TR,True,True,18162956,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Cyclone-TR,False,True,13701775,Standalone Ship - Tumbril Cyclone Flyable 3.1 Warbond,50.0,2018-03-24,2020-05-31
Tumbril,Ranger RC,True,True,18165626,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Ranger CV,True,False,18334712,Package - Scoundrel Pack,695.0,2019-06-20,2020-05-31
Tumbril,Ranger RC,False,False,18246251,Standalone Ship - Tumbril Ranger RC,35.0,2019-06-03,2020-05-31
Tumbril,Cyclone RN,True,False,13414794,Add-Ons - Deluxe Ground Vehicle Pack LTI VIP,725.0,2017-12-29,2020-05-31
Tumbril,Nova Tank,True,False,13414794,Add-Ons - Deluxe Ground Vehicle Pack LTI VIP,725.0,2017-12-29,2020-05-31
Tumbril,Cyclone,True,False,15175807,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2018-05-12,2020-05-31
Tumbril,Cyclone,True,True,15127967,Add-Ons - Hercules Complete Pack Warbond,1223.53,2018-05-04,2020-05-31
Tumbril,Cyclone,True,True,15127966,Add-Ons - M2 Hercules Warbond,376.47,2018-05-04,2020-05-31
Tumbril,Ranger TR,True,True,18165861,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Ranger RC,True,True,18165861,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Ranger CV,True,True,18165861,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Cyclone-TR,True,False,13680852,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2018-03-17,2020-05-31
Tumbril,Ranger CV,True,True,18165626,Add-Ons - Sons of Centauri Pack Warbond   ,85.0,2019-05-09,2020-05-31
Tumbril,Cyclone RC,True,False,13680852,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2018-03-17,2020-05-31
Tumbril,Cyclone AA,True,False,13680852,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2018-03-17,2020-05-31
Tumbril,Cyclone RN,True,False,13680852,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2018-03-17,2020-05-31
Tumbril,Cyclone,True,False,13414794,Add-Ons - Deluxe Ground Vehicle Pack LTI VIP,725.0,2017-12-29,2020-05-31
Tumbril,Nova Tank,True,True,15127967,Add-Ons - Hercules Complete Pack Warbond,1223.53,2018-05-04,2020-05-31
Tumbril,Nova Tank,True,True,18595431,Standalone Ship - Tumbril Nova Tank lti Warbond,95.0,2019-08-28,2020-05-31
Tumbril,Cyclone-TR,True,False,13414794,Add-Ons - Deluxe Ground Vehicle Pack LTI VIP,725.0,2017-12-29,2020-05-31
Tumbril,Cyclone-TR,True,False,15175807,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2018-05-12,2020-05-31
Tumbril,Cyclone RN,True,False,15175807,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2018-05-12,2020-05-31
Tumbril,Cyclone RC,True,False,13414794,Add-Ons - Deluxe Ground Vehicle Pack LTI VIP,725.0,2017-12-29,2020-05-31
Tumbril,Cyclone,True,False,13680852,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2018-03-17,2020-05-31
Tumbril,Cyclone RC,True,False,15175807,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2018-05-12,2020-05-31
Tumbril,Cyclone AA,True,False,13414794,Add-Ons - Deluxe Ground Vehicle Pack LTI VIP,725.0,2017-12-29,2020-05-31
Tumbril,Cyclone AA,True,False,15175807,Add-Ons - Tumbril Cyclone Pack LTI Presale,230.0,2018-05-12,2020-05-31
Tumbril,Cyclone RN,True,False,20922485,Package - UEE Exploration 2948 Pack,850.0,2020-01-03,2020-05-31
Vanduul,Glaive,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Vanduul,Captured Vanduul Scythe,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
Vanduul,Glaive,True,False,4892595,Standalone Ship - Vanduul Glaive,350.0,2015-08-07,2020-05-31
Xi'an,Khartu-al,True,False,4679792,Standalone Ship - Reliant Mini Hauler - LTI,150.0,2015-05-22,2020-05-31
Xi'an,Khartu-al,True,False,3388812,Combo - The Completionist - Digital,17161.0,2014-12-22,2020-05-31
