Manufacturer, Ship, Lti, Warbond, ID, Pledge, Cost, Date
"Aegis","Avenger Stalker",true,false,9862620,"LTI Packages - Digital Scout - LTI","$65.00 USD","October 10, 2016"
"Aegis","Sabre Raven",false,false,16569251,"Package - AEGIS Sabre Raven ","$0.00 USD","December 31, 2018"
"Crusader","Crusader Mercury Star Runner",true,false,22212902,"Standalone Ship - MPUV Cargo - LTI","$225.00 USD","May 29, 2020"
"Crusader","Genesis Starliner",false,false,13241056,"Standalone Ship - Crusader Genesis Starliner Anniversary 2017","$400.00 USD","December 03, 2017"
"Drake","Corsair",true,false,5515119,"Standalone Ship - Kruger P-72 Archimedes - LTI","$205.00 USD","November 29, 2015"
"Drake","Dragonfly Yellowjacket",true,false,9285066,"Standalone Ship - Drake Dragonfly Ride Together Two-Pack","$65.00 USD","June 17, 2016"
"Drake","Dragonfly Yellowjacket",true,false,9285066,"Standalone Ship - Drake Dragonfly Ride Together Two-Pack","$65.00 USD","June 17, 2016"
