Manufacturer, Ship, Lti, Warbond, ID, Pledge, Cost, Date
"Crusader","Crusader Ares Inferno",true,false,20730758,"Standalone Ship - MPUV Cargo - LTI","$220.00 USD","December 13, 2019"
"Crusader","Hercules Starlifter A2",true,false,12485546,"Package - Advanced Starter Package - LTI","$720.00 USD","July 20, 2017"
"Drake","Vulture",true,false,15299839,"Standalone Ship - Origin 85X - LTI","$140.00 USD","June 20, 2018"
"Tumbril","Nova Tank",true,false,20965999,"Standalone Ship - Tumbril Cyclone LTI","$100.00 USD","January 11, 2020"
